adequite_venue_pcd/2402_9703_Banstraat_38.pcd,[[[[4.53000805 2.35238733 1.54023827]   [4.91478633 1.50064414 1.49328331]   [4.57508591 2.39807762 1.08083189]   [4.73411505 2.44299262 1.56927681]   [5.1639712  1.63693972 1.06291547]   [4.77919291 2.48868291 1.10987043]   [5.11889333 1.59124943 1.52232185]   [4.9598642  1.54633443 1.03387693]]  [[4.86707289 2.81057313 1.26219369]   [5.48077379 1.42071195 1.28502598]   [4.91574966 2.82586692 0.8848011 ]   [5.11865094 2.92226623 1.29916902]   [5.7810286  1.54769883 0.94460872]   [5.16732771 2.93756002 0.92177643]   [5.73235184 1.53240504 1.32200131]   [5.52945056 1.43600573 0.90763339]]  [[5.0960404  2.8955176  1.09071882]   [5.60701057 1.68053232 1.08462741]   [5.24058714 2.95771754 0.80951347]   [5.29842308 2.98001572 1.21343887]   [5.95393999 1.82723038 0.92614211]   [5.44296982 3.04221566 0.93223352]   [5.80939325 1.76503044 1.20734746]   [5.75155731 1.74273226 0.80342206]]]]
adequite_venue_pcd/2402_9703_Banstraat_36.pcd,[[[[ 0.88005362  7.21893502  0.38476485]   [ 1.61837374  5.51215429  0.43703231]   [ 0.96719405  7.24519263  0.01127159]   [ 1.11849065  7.32400804  0.44778198]   [ 1.9439512   5.64348492  0.12655617]   [ 1.20563108  7.35026565  0.07428871]   [ 1.85681077  5.6172273   0.50004943]   [ 1.70551417  5.5384119   0.06353904]]  [[ 0.53968805  6.60012726  0.61867882]   [ 0.92077127  5.69172053  0.5934847 ]   [ 0.59868265  6.63662587  0.1950194 ]   [ 0.77085115  6.69598008  0.6591261 ]   [ 1.21092897  5.82407196  0.21027255]   [ 0.82984575  6.73247869  0.23546668]   [ 1.15193437  5.78757335  0.63393197]   [ 0.97976587  5.72821914  0.16982528]]  [[ 1.14937912  7.24628054  0.23894314]   [ 1.78839431  5.74606031  0.253699  ]   [ 1.26801811  7.29374945 -0.07268188]   [ 1.38461943  7.34751313  0.34392211]   [ 2.1422736   5.89476182  0.04705295]   [ 1.50325841  7.39498204  0.03229709]   [ 2.02363461  5.84729291  0.35867796]   [ 1.90703329  5.79352923 -0.05792602]]]]
adequite_venue_pcd/2402_9703_Banstraat_40.pcd,[[[[3.17118925 8.03381676 1.80181824]   [3.68579528 6.79777019 1.81722515]   [2.99712481 7.96445164 2.05080333]   [2.99925527 7.96048221 1.66118953]   [3.33979685 6.65507052 1.92558153]   [2.82519083 7.89111709 1.91017462]   [3.5138613  6.72443564 1.67659644]   [3.51173084 6.72840507 2.06621025]]]]
adequite_venue_pcd/2402_9703_Banstraat_33-1.pcd,[[[[3.53417892 6.52368184 4.11387777]   [4.19966717 4.9526709  4.11106795]   [3.485749   6.50414357 3.56768052]   [3.85374805 6.6591123  4.08069785]   [4.47080638 5.06856309 3.53169078]   [3.80531813 6.63957403 3.5345006 ]   [4.5192363  5.08810136 4.07788803]   [4.15123725 4.93313263 3.5648707 ]]]]
adequite_venue_pcd/2403_9703_Nicolaas_Maesstraat_141-1.pcd,[[[[2.36632121 8.4472273  1.10275336]   [4.34438068 9.14674478 1.12227086]   [2.41487509 8.29913583 1.48959178]   [2.46786293 8.16347929 0.98138251]   [4.49447627 8.71490529 1.38773843]   [2.5164168  8.01538781 1.36822093]   [4.4459224  8.86299677 1.00090001]   [4.39293456 8.9986533  1.50910927]]]]
adequite_venue_pcd/2406_9709_Jan_Willem_Brouwersstraat_9-2.pcd,[[[[ 0.80466136 11.39727981  0.63988309]   [ 2.71505996 12.18727397  0.62602573]   [ 0.77401871 11.47838945  1.03941596]   [ 0.91263399 11.13724689  0.70095377]   [ 2.79238995 12.00835068  1.08662928]   [ 0.88199135 11.21835652  1.10048664]   [ 2.8230326  11.92724104  0.68709641]   [ 2.68441732 12.2683836   1.0255586 ]]  [[ 0.66716044 11.54546939  0.90356448]   [ 2.5301456  12.30080601  0.89000387]   [ 0.56514319 11.79643797  0.86736633]   [ 0.67909672 11.51115415  0.63201037]   [ 2.44006464 12.51745934  0.58225161]   [ 0.57707947 11.76212272  0.59581222]   [ 2.54208189 12.26649076  0.61844976]   [ 2.42812835 12.55177459  0.85380572]]]]
adequite_venue_pcd/2407_9708_Concertgebouwplein_9.pcd,[[[[4.44937586 5.57061253 2.01623462]   [5.70845783 6.00685277 2.11272982]   [4.33168743 5.98705389 1.66918006]   [4.36919647 5.74873541 2.25715905]   [5.51059001 6.60141702 2.0065997 ]   [4.25150804 6.16517678 1.91010449]   [5.62827844 6.18497565 2.35365426]   [5.59076939 6.42329413 1.76567526]]  [[4.19841822 6.28660739 1.50615612]   [5.41229744 6.78195931 1.59346686]   [4.16168554 6.31158545 1.87513834]   [4.29643235 6.04177884 1.5324871 ]   [5.47357888 6.56210882 1.98878007]   [4.25969967 6.0667569  1.90146932]   [5.51031157 6.53713076 1.61979785]   [5.37556475 6.80693737 1.96244908]]  [[4.4237092  6.63222557 1.40517146]   [5.2163114  6.96976037 1.38467554]   [4.40515366 6.69580931 1.73472844]   [4.50837765 6.4359948  1.44779885]   [5.28242432 6.83711335 1.75685991]   [4.48982212 6.49957854 1.77735583]   [5.30097985 6.7735296  1.42730293]   [5.19775587 7.03334411 1.71423252]]]]
adequite_venue_pcd/2407_9708_Concertgebouwplein_13-3.pcd,[[[[ 3.09847119 11.33219708  1.50018462]   [ 4.31010172 11.85282733  1.43990051]   [ 3.1370259  11.29730048  1.97370632]   [ 3.22283043 11.03911008  1.46845984]   [ 4.47301568 11.52484372  1.88169742]   [ 3.26138514 11.00421348  1.94198154]   [ 4.43446097 11.55974032  1.40817572]   [ 4.34865643 11.81793073  1.91342221]]  [[ 3.28114799 11.08669729  1.5709991 ]   [ 4.43002269 11.52937318  1.63837363]   [ 3.26632114 11.05476106  2.03366037]   [ 3.39427452 10.79560691  1.55453129]   [ 4.52832237 11.20634658  2.08456709]   [ 3.37944767 10.76367068  2.01719256]   [ 4.54314922 11.2382828   1.62190582]   [ 4.41519585 11.49743696  2.1010349 ]]]]
adequite_venue_pcd/2407_9708_Concertgebouwplein_11.pcd,[[[[ 4.11554707 15.69401107  1.43362217]   [ 5.14593723 16.05471703  1.47475869]   [ 4.12524369 15.62778522  1.77144272]   [ 4.20617742 15.44106879  1.38143432]   [ 5.24626419 15.73554889  1.7603914 ]   [ 4.21587403 15.37484293  1.71925488]   [ 5.23656758 15.80177475  1.42257084]   [ 5.15563385 15.98849118  1.81257925]]  [[ 4.44526847 14.95490129  2.17258298]   [ 5.40611025 15.337798    2.09282137]   [ 4.44315139 14.87823981  1.77906528]   [ 4.33424329 15.22276239  2.12099806]   [ 5.29296799 15.52899762  1.64771875]   [ 4.33212621 15.14610091  1.72748036]   [ 5.29508507 15.6056591   2.04123645]   [ 5.40399317 15.26113652  1.69930367]]  [[ 4.20009723 15.42410878  1.55365678]   [ 5.1737639  15.81637306  1.51631017]   [ 4.2214481  15.4099509   1.96159205]   [ 4.31661388 15.13335328  1.53746741]   [ 5.31163142 15.51145967  1.90805608]   [ 4.33796475 15.11919539  1.94540268]   [ 5.29028055 15.52561756  1.5001208 ]   [ 5.19511477 15.80221518  1.92424545]]]]
adequite_venue_pcd/2406_9708_Concertgebouwplein_14.pcd,[[[[5.91741309 1.54433108 0.2721369 ]   [7.69638082 2.31193149 0.32802519]   [5.82044789 1.74028073 0.66733468]   [6.00995389 1.3201137  0.40601557]   [7.69195642 2.28366375 0.85710164]   [5.9129887  1.51606335 0.80121335]   [7.78892162 2.08771411 0.46190386]   [7.59941562 2.50788113 0.72322297]]  [[5.91214618 1.97257255 0.47285737]   [7.39046263 2.57730236 0.48904095]   [5.88127393 2.0370351  0.88417135]   [6.030093   1.68278861 0.52712612]   [7.47753719 2.35198097 0.95462368]   [5.99922075 1.74725116 0.9384401 ]   [7.50840945 2.28751842 0.54330969]   [7.35959037 2.64176491 0.90035493]]  [[5.8327641  2.50163407 0.8109126 ]   [7.09853307 3.02343623 0.81557324]   [5.80245042 2.57178568 1.18958526]   [5.93599653 2.25072757 0.8656587 ]   [7.17145182 2.84268133 1.24899199]   [5.90568285 2.32087917 1.24433135]   [7.2017655  2.77252973 0.87031933]   [7.06821939 3.09358784 1.19424589]]  [[5.88999743 2.24181036 0.66790671]   [7.26763298 2.7862217  0.62337969]   [5.86584555 2.33509349 1.06119367]   [5.99352728 1.98532329 0.73510029]   [7.34701095 2.62301776 1.08386022]   [5.9693754  2.07860641 1.12838724]   [7.37116283 2.52973463 0.69057327]   [7.2434811  2.87950483 1.01666665]]]]
